Amostra,Sensor,PredPadrao,PredLipschitz,ErroP,ErroL,NormaP,NormaL
365,15.7500,15.8901,15.9442,0.1401,0.1942,6.0808,1.7999
366,15.7000,15.8392,15.8936,0.1392,0.1936,6.0808,1.7999
367,15.6600,15.7886,15.8432,0.1286,0.1832,6.0808,1.7999
368,15.6100,15.7423,15.7955,0.1323,0.1855,6.0808,1.7999
369,15.5700,15.6937,15.7472,0.1237,0.1772,6.0808,1.7999
370,15.5300,15.6492,15.7011,0.1192,0.1711,6.0808,1.7999
371,15.4900,15.6058,15.6565,0.1158,0.1665,6.0808,1.7999
372,15.4500,15.5636,15.6131,0.1136,0.1631,6.0809,1.7999
373,15.4100,15.5223,15.5706,0.1123,0.1606,6.0809,1.7999
374,15.3800,15.4814,15.5288,0.1014,0.1488,6.0809,1.7999
375,15.3500,15.4450,15.4900,0.0950,0.1400,6.0809,1.7999
376,15.3100,15.4103,15.4536,0.1003,0.1436,6.0809,1.7999
377,15.2800,15.3733,15.4162,0.0933,0.1362,6.0809,1.7999
378,15.2500,15.3399,15.3807,0.0899,0.1307,6.0809,1.7999
379,15.2300,15.3071,15.3466,0.0771,0.1166,6.0809,1.7999
380,15.2000,15.2794,15.3163,0.0794,0.1163,6.0809,1.7999
381,15.1800,15.2499,15.2860,0.0699,0.1060,6.0809,1.7999
382,15.1500,15.2249,15.2584,0.0749,0.1084,6.0809,1.7999
383,15.1000,15.1971,15.2301,0.0971,0.1301,6.0809,1.7999
384,3.0000,15.1610,15.1962,12.1610,12.1962,6.0812,1.8000
385,15.1100,10.1899,12.0121,-4.9201,-3.0979,6.0810,1.8000
386,15.1000,13.2430,12.8401,-1.8570,-2.2599,6.0810,1.8000
387,15.0800,13.1522,13.4143,-1.9278,-1.6657,6.0810,1.8000
388,15.0600,13.8820,13.8495,-1.1780,-1.2105,6.0809,1.8000
389,15.0500,14.3276,14.1656,-0.7224,-0.8844,6.0809,1.8000
390,15.0400,14.6011,14.3965,-0.4389,-0.6435,6.0809,1.8000
391,15.0300,14.7669,14.5645,-0.2631,-0.4655,6.0809,1.8000
392,15.0200,14.8664,14.6860,-0.1536,-0.3340,6.0809,1.8000
393,15.0100,14.9246,14.7731,-0.0854,-0.2369,6.0809,1.8000
394,15.0100,14.9571,14.8349,-0.0529,-0.1751,6.0809,1.8000
395,15.0000,14.9776,14.8806,-0.0224,-0.1194,6.0809,1.8000
396,15.0000,14.9858,14.9117,-0.0142,-0.0883,6.0809,1.8000
397,15.0000,14.9918,14.9348,-0.0082,-0.0652,6.0809,1.8000
398,15.0000,14.9949,14.9518,-0.0051,-0.0482,6.0809,1.8000
399,15.0000,14.9968,14.9644,-0.0032,-0.0356,6.0809,1.8000
